"","location_code","location_name","Location_Category_Description","primary_address_line_1","State_code","LONGITUDE","LATITUDE","NTA_Name","Principal_phone_number","fax_number","community_school_sup_name"
"1727","X102","P.S. 102 Joseph O. Loretan","Elementary","1827 ARCHER STREET","NY","-73.866038","40.838151","West Farms-Bronx River","718-792-4003","718-409-2626","RODRIGUEZ, MYRNA"
"1728","X103","P.S. 103 Hector Fontanez","Elementary","4125 CARPENTER AVENUE","NY","-73.86194","40.892198","Williamsbridge-Olinville","718-655-0261","718-654-7930","VAUGHAN, CRISTINE"
"1729","X105","P.S. 105 Sen Abraham Bernstein","Elementary","725 BRADY AVENUE","NY","-73.866264","40.853075","Pelham Parkway","718-824-7350","718-828-4531","VAUGHAN, CRISTINE"
"1730","X106","P.S. 106 Parkchester","Elementary","1514 OLMSTEAD AVENUE","NY","-73.854823","40.836974","Parkchester","718-892-1006","718-823-8008","VAUGHAN, CRISTINE"
"1731","X107","P.S. 107","Elementary","1695 SEWARD AVENUE","NY","-73.868735","40.819221","Soundview-Castle Hill-Clason Point-Harding Park","718-860-8760","718-328-5799","TOBIA, ERIKA"
"1732","X108","P.S. 108 Philip J. Abinanti","Elementary","1166 NEILL AVENUE","NY","-73.8532","40.8547","Pelham Parkway","718-863-9829","718-828-1712","VAUGHAN, CRISTINE"
"1733","X109","P.S. 109 Sedgwick","Elementary","1771 POPHAM AVENUE","NY","-73.918991","40.851661","University Heights-Morris Heights","718-583-8878","718-583-7618","RODRIGUEZ-ROSARIO, LETICIA"
"1734","X110","P.S. 110 Theodore Schoenfeld","Elementary","580 CROTONA PARK SOUTH","NY","-73.900654","40.83447","Morrisania-Melrose","718-861-0759","718-861-2750","RODRIGUEZ-ROSARIO, LETICIA"
"1735","X111","P.S. 111 Seton Falls","Elementary","3740 BAYCHESTER AVENUE","NY","-73.839288","40.884371","Eastchester-Edenwald-Baychester","718-881-2418","718-405-5927","VAUGHAN, CRISTINE"
"1736","X112","P.S. 112 Bronxwood","Elementary","1925 SCHIEFFELIN AVENUE","NY","-73.843977","40.88494","Eastchester-Edenwald-Baychester","718-654-6377","718-654-7931","VAUGHAN, CRISTINE"
"1737","X113","JHS 113 Richard R. Green","Junior High-Intermediate-Middle","3710 BARNES AVENUE","NY","-73.8609","40.8809","Williamsbridge-Olinville","718-653-2130","718-547-5377","Elizabeth White"
"1738","X114","P.S. X114 - Luis Llorens Torres Schools","Elementary","1155 CROMWELL AVENUE","NY","-73.923297","40.834979","West Concourse","718-681-7507","718-681-7519","RODRIGUEZ-ROSARIO, LETICIA"
"1739","X117","I.S. 117 Joseph H. Wade","Junior High-Intermediate-Middle","1865 MORRIS AVENUE","NY","-73.909022","40.848552","Mount Hope","718-583-7750","718-583-7658","RODRIGUEZ-ROSARIO, LETICIA"
"1740","X118","J.H.S. 118 William W. Niles","Junior High-Intermediate-Middle","577 EAST 179 STREET","NY","-73.892482","40.848702","East Tremont","718-584-2330","718-584-7763","HULLA, MARIBEL"
"1741","X119","The Dr. Emmett W. Bassett School","Elementary","1075 PUGSLEY AVENUE","NY","-73.857392","40.828474","Soundview-Bruckner","718-822-5198","718-239-3112","TOBIA, ERIKA"
"1742","X121","P.S. 121 Throop","Elementary","2750 THROOP AVENUE","NY","-73.85051","40.866474","Allerton-Pelham Gardens","718-654-2055","718-519-2613","VAUGHAN, CRISTINE"
"1743","X121","P.S. 121 Throop","Elementary","2750 THROOP AVENUE","NY","-73.85051","40.866474","Allerton-Pelham Gardens","718-654-2055","718-519-2613","VAUGHAN, CRISTINE"
"1744","X123","J.H.S. 123 James M. Kieran","Junior High-Intermediate-Middle","1025 MORRISON AVENUE","NY","-73.874162","40.824989","Soundview-Bruckner","718-328-2105","718-328-8561","TOBIA, ERIKA"
"1745","X124","Children's Aid College Prep Charter School","K-8","1919 PROSPECT AVENUE","NY","-73.890145","40.843705","East Tremont","347-871-9002","NULL","NULL"
"1746","X125","J.H.S. 125 Henry Hudson","Junior High-Intermediate-Middle","1111 PUGSLEY AVENUE","NY","-73.857882","40.829153","Soundview-Bruckner","718-822-5186","718-239-3121","AMES, KAREN"
"1747","X126","P.S. 126 Dr Marjorie H Dunbar","Elementary","175 WEST 166 STREET","NY","-73.9282","40.835866","Highbridge","718-681-6120","718-681-6131","RODRIGUEZ-ROSARIO, LETICIA"
"1748","X127","J.H.S. 127 The Castle Hill","Junior High-Intermediate-Middle","1560 PURDY STREET","NY","-73.853203","40.838759","Parkchester","718-892-8600","718-892-8300","VAUGHAN, CRISTINE"
"1749","X128","Mott Hall III","Junior High-Intermediate-Middle","580 CROTONA PARK SOUTH","NY","-73.900654","40.83447","Morrisania-Melrose","718-842-6138","718-842-6348","RODRIGUEZ-ROSARIO, LETICIA"
"1750","X129","M.S. 129 Academy for Independent Learning and Lead","Junior High-Intermediate-Middle","2055 MAPES AVENUE","NY","-73.886721","40.846128","East Tremont","718-933-5976","718-933-8132","ROSADO, JACQUELINE"
"1751","X130","P.S. 130 Abram Stevens Hewitt","Elementary","750 PROSPECT AVENUE","NY","-73.901709","40.817742","Longwood","718-665-0962","718-292-0417","TOBIA, ERIKA"
"1752","X131","J.H.S. 131 Albert Einstein","Junior High-Intermediate-Middle","885 BOLTON AVENUE","NY","-73.859998","40.822925","Soundview-Castle Hill-Clason Point-Harding Park","718-991-7490","718-328-6705","TOBIA, ERIKA"
"1753","X132","P.S. 132 Garret A. Morgan","Elementary","1245 WASHINGTON AVENUE","NY","-73.907133","40.832175","Claremont-Bathgate","718-681-6455","718-681-6466","RODRIGUEZ-ROSARIO, LETICIA"
"1754","X133","Icahn Charter School 6","K-8","1701 FULTON AVENUE","NY","-73.897943","40.841758","Claremont-Bathgate","718-294-1706","NULL","NULL"
"1755","X134","P.S. 134 George F. Bristow","Elementary","1330 BRISTOW STREET","NY","-73.894241","40.831613","Crotona Park East","718-328-3351","718-589-7581","ROSADO, JACQUELINE"
"1756","X135","J.H.S. 135 Frank D. Whalen","Junior High-Intermediate-Middle","2441 WALLACE AVENUE","NY","-73.8646","40.8621","Bronxdale","718-653-1237","718-231-2957","Elizabeth White"
"1757","X138","P.S. 138 Samuel Randall","Elementary","2060 LAFAYETTE AVENUE","NY","-73.853157","40.822288","Soundview-Castle Hill-Clason Point-Harding Park","718-822-5325","718-239-3114","TOBIA, ERIKA"
"1758","X140","P.S. X140 The Eagle School","Elementary","916 EAGLE AVENUE","NY","-73.907489","40.823318","Morrisania-Melrose","718-585-1205","718-292-1349","TOBIA, ERIKA"
"1759","X141","Riverdale / Kingsbridge Academy (Middle School / H","Secondary School","660 WEST 237 STREET","NY","-73.914141","40.887407","North Riverdale-Fieldston-Riverdale","718-796-8516","718-796-8657","HULLA, MARIBEL"
"1760","X142","MS 142 John Philip Sousa","Junior High-Intermediate-Middle","3750 BAYCHESTER AVENUE","NY","-73.839682","40.886002","Eastchester-Edenwald-Baychester","718-231-0100","718-231-3046","LOPEZ, MARIA"
"1761","X143","JHS 143 John Peter Tetard","Junior High-Intermediate-Middle","120 WEST 231 STREET","NY","-73.9011","40.8759","Van Cortlandt Village","718-796-8170","718-796-7051","Sonia Menendez"
"1762","X144","J.H.S. 144 Michelangelo","Junior High-Intermediate-Middle","2545 GUNTHER AVENUE","NY","-73.836525","40.863842","Allerton-Pelham Gardens","718-794-9749","718-794-9755","VAUGHAN, CRISTINE"
"1763","X145","J.H.S. 145 Arturo Toscanini","Junior High-Intermediate-Middle","1000 TELLER AVENUE","NY","-73.914067","40.827438","East Concourse-Concourse Village","718-681-7219","718-681-6913","RODRIGUEZ-ROSARIO, LETICIA"
"1764","X146","P.S. 146 Edward Collins","Elementary","968 CAULDWELL AVENUE","NY","-73.905734","40.824717","Morrisania-Melrose","718-378-9664","718-328-5858","TOBIA, ERIKA"
"1765","X149","JHS 149 Elijah Clark","Junior High-Intermediate-Middle","360 EAST 145 STREET","NY","-73.9208","40.814","Mott Haven-Port Morris","718-292-2211","718-292-2172","Yolanda Torres"
"1766","X150","P.S. 150 Charles James Fox","Elementary","920 EAST 167 STREET","NY","-73.894349","40.82471","Hunts Point","718-328-7729","718-589-7590","ROSADO, JACQUELINE"
"1767","X151","J.H.S. 151 Lou Gehrig","Junior High-Intermediate-Middle","250 EAST 156 STREET","NY","-73.92114","40.822574","East Concourse-Concourse Village","718-292-0260","718-292-5704","ALVAREZ, RAFAEL"
"1768","X152","P.S. 152 Evergreen","Elementary","1007 EVERGREEN AVENUE","NY","-73.880479","40.823941","Soundview-Bruckner","718-589-4560","718-328-5867","TOBIA, ERIKA"
"1769","X153","P.S. 153 Helen Keller","Elementary","650 BAYCHESTER AVENUE","NY","-73.831669","40.874035","Co-op City","718-904-5550","718-904-5564","VAUGHAN, CRISTINE"
"1770","X154","P.S. 154 Jonathan D. Hyatt","Elementary","333 EAST 135 STREET","NY","-73.925459","40.808194","Mott Haven-Port Morris","718-292-4742","718-292-4721","ALVAREZ, RAFAEL"
"1771","X156","P.S. 156 Benjamin Banneker","Elementary","750 CONCOURSE VILLAGE W","NY","-73.9204","40.8222","East Concourse-Concourse Village","718-292-5070","718-292-5071","Yolanda Torres"
"1772","X157","P.S. 157 Grove Hill","Elementary","757 CAULDWELL AVENUE","NY","-73.908965","40.819419","Melrose South-Mott Haven North","718-292-5255","718-292-5258","ALVAREZ, RAFAEL"
"1773","X158","I S 158 Theodore Gathings","Junior High-Intermediate-Middle","800 HOME STREET","NY","-73.9001","40.8277","Longwood","718-542-1155","718-589-8067","Myrna Rodriguez"
"1774","X159","P.S. 159 Luis Munoz Marin Biling","Elementary","2315 WASHINGTON AVENUE","NY","-73.893136","40.85568","Claremont-Bathgate","718-584-6140","718-584-7794","HULLA, MARIBEL"
"1775","X160","P.S. 160 Walt Disney","Elementary","4140 HUTCHINSON RIVER PKWAY EA","NY","-73.823816","40.864073","Co-op City","718-822-8402","718-822-8146","VAUGHAN, CRISTINE"
"1776","X161","P.S. 161 Juan Ponce De Leon School","Elementary","628 TINTON AVENUE","NY","-73.905233","40.814168","Melrose South-Mott Haven North","718-292-5478","718-292-5476","ALVAREZ, RAFAEL"
"1777","X162","J.H.S. 162 Lola Rodriguez De Tio","Junior High-Intermediate-Middle","600 SAINT ANN'S AVENUE","NY","-73.912038","40.814857","Melrose South-Mott Haven North","718-292-0880","718-292-5735","ALVAREZ, ELISA"
"1778","X163","P.S. 163 Arthur A. Schomburg","Elementary","2075 WEBSTER AVENUE","NY","-73.899005","40.8517","Mount Hope","718-584-3045","718-584-3276","RODRIGUEZ-ROSARIO, LETICIA"
"1779","X165","Grand Concourse Charter School","K-8","625 BOLTON AVENUE","NY","-73.858773","40.818442","Soundview-Castle Hill-Clason Point-Harding Park","718-590-1300","718-590-1065","NULL"
"1780","X166","J.H.S. 166 Roberto Clemente","Junior High-Intermediate-Middle","250 EAST 164 STREET","NY","-73.917705","40.828009","East Concourse-Concourse Village","718-681-6334","718-537-6043","ESPOSITO, DOLORES"
"1781","X168","P.S. 168","K-12 all grades","3050 WEBSTER AVENUE","NY","-73.878731","40.869482","Norwood","718-585-2100","718-585-8316","LOUISSAINT, KETLER"
"1782","X169","Baychester Academy","Elementary","3500 EDSON AVENUE","NY","-73.839386","40.881344","Eastchester-Edenwald-Baychester","718-325-1138","718-325-1558","VAUGHAN, CRISTINE"
"1783","X170","P.S. 170","Early Childhood","1598 TOWNSEND AVENUE","NY","-73.913253","40.844367","Mount Hope","718-583-0662","718-583-0685","RODRIGUEZ-ROSARIO, LETICIA"
"1784","X174","I.S. 174 Eugene T. Maleska","Junior High-Intermediate-Middle","456 WHITE PLAINS ROAD","NY","-73.8566","40.8147","Soundview-Castle Hill-Clason Point-Harding Park","718-617-5293","718-328-3124","Dov Rokeach"
"1785","X175","P.S. 175 City Island","K-8","200 CITY ISLAND AVENUE","NY","-73.78354","40.844353","Pelham Bay-Country Club-City Island","718-885-1093","718-885-2315","VAUGHAN, CRISTINE"
"1786","X176","P.S. X176","K-12 all grades","750 BAYCHESTER AVENUE","NY","-73.831669","40.874035","Co-op City","718-904-5700","718-904-5689","LOUISSAINT, KETLER"
"1787","X177","Mott Hall Charter School","Junior High-Intermediate-Middle","1260 FRANKLIN AVENUE","NY","-73.901859","40.83093","Morrisania-Melrose","718-991-9139","NULL","NULL"
"1788","X178","P.S. 178 - Dr. Selman Waksman","Elementary","850 BAYCHESTER AVENUE","NY","-73.831669","40.874035","Co-op City","718-904-5570","718-904-5575","VAUGHAN, CRISTINE"
"1789","X179","P.S. 179","Elementary","468 EAST 140 STREET","NY","-73.919773","40.80908","Mott Haven-Port Morris","718-292-2237","718-292-3623","ALVAREZ, RAFAEL"
"1790","X180","M.S. 180 Dr. Daniel Hale Williams","Junior High-Intermediate-Middle","700 BAYCHESTER AVENUE","NY","-73.831669","40.874035","Co-op City","718-904-5650","718-904-5655","VAUGHAN, CRISTINE"
"1791","X181","I.S. 181 Pablo Casals","Junior High-Intermediate-Middle","800 BAYCHESTER AVENUE","NY","-73.831669","40.874035","Co-op City","718-904-5600","718-904-5620","VAUGHAN, CRISTINE"
"1792","X182","P.S. 182","Elementary","601 STICKBALL BOULEVARD","NY","-73.856976","40.818925","Soundview-Castle Hill-Clason Point-Harding Park","718-828-6607","718-409-8152","TOBIA, ERIKA"
"1793","X182","P.S. 182","Elementary","601 STICKBALL BOULEVARD","NY","-73.856976","40.818925","Soundview-Castle Hill-Clason Point-Harding Park","718-828-6607","718-409-8152","TOBIA, ERIKA"
"1794","X184","I S 184 Rafael C Y Molina","Junior High-Intermediate-Middle","778 FOREST AVENUE","NY","-73.9059","40.8189","Melrose South-Mott Haven North","718-292-1684","718-292-5861","Yolanda Torres"
"1795","X185","Bronx Lighthouse Charter School","K-12 all grades","1001 INTERVALE AVENUE","NY","-73.897394","40.823228","Longwood","646-915-0025","646-915-0037","NULL"
"1796","X186","P186X Walter J. Damrosch School","K-12 all grades","750 JENNINGS STREET","NY","-73.897797","40.831388","Morrisania-Melrose","718-378-0006","718-589-9544","LOUISSAINT, KETLER"
"1797","X188","P.S. X188","K-12 all grades","770 GROTE STREET","NY","-73.883877","40.850168","Belmont","718-561-2052","718-561-2683","LOUISSAINT, KETLER"
"1798","X188","P.S. X188","K-12 all grades","770 GROTE STREET","NY","-73.883877","40.850168","Belmont","718-561-2052","718-561-2683","LOUISSAINT, KETLER"
"1799","X189","Cornerstone Academy for Social Action","Elementary","3441 STEENWICK AVENUE","NY","-73.830616","40.882778","Co-op City","718-794-6160","718-794-6170","VAUGHAN, CRISTINE"
"1800","X190","E.S.M.T- I.S. 190","Junior High-Intermediate-Middle","1550 CROTONA PARK EAST","NY","-73.892784","40.836156","Crotona Park East","718-620-9423","718-620-9927","ROSADO, JACQUELINE"
"1801","X191","IS 191","Junior High-Intermediate-Middle","2055 MAPES AVENUE","NY","-73.8862","40.8458","East Tremont","718-933-5976","718-563-9585","Myrna Rodriguez"
"1802","X192","I.S. 192 Piagentini-Jones","Junior High-Intermediate-Middle","650 HOLLYWOOD AVENUE","NY","-73.8184","40.8265","Schuylerville-Throgs Neck-Edgewater Park","718-822-5317","718-239-3124","Dov Rokeach"
"1803","X194","P.S./M.S. 194","K-8","2365 WATERBURY AVENUE","NY","-73.846594","40.83541","Westchester-Unionport","718-892-5270","718-892-2495","VAUGHAN, CRISTINE"
"1804","X195","P.S. 195","Elementary","1250 WARD AVENUE","NY","-73.877305","40.830811","West Farms-Bronx River","718-861-4461","718-861-7935","ROSADO, JACQUELINE"
"1805","X196","P.S. 196","Elementary","1250 WARD AVENUE","NY","-73.877305","40.830811","West Farms-Bronx River","718-328-7187","718-861-8401","ROSADO, JACQUELINE"
"1806","X197","P.S. 197","Early Childhood","1250 WARD AVENUE","NY","-73.877305","40.830811","West Farms-Bronx River","718-842-2111","718-589-7473","RODRIGUEZ, MYRNA"
"1807","X198","P.S. 198","Elementary","1180 TINTON AVENUE","NY","-73.900121","40.828406","Morrisania-Melrose","718-842-5656","718-589-7680","RODRIGUEZ, MYRNA"
"1808","X199","P.S. 199X - The Shakespeare School","Elementary","1449 SHAKESPEARE AVENUE","NY","-73.920826","40.843453","Highbridge","718-681-7172","718-681-7176","RODRIGUEZ-ROSARIO, LETICIA"
"1809","X200","New Visions A.I.M. Charter High School II","High school","1010 REV. J. A. POLITE AVENUE","NY","-73.898265","40.823124","Longwood","718-861-7515","NULL","NULL"
"1810","X201","M.S. X201","Junior High-Intermediate-Middle","730 BRYANT AVENUE","NY","-73.8858","40.8155","Hunts Point","718-328-1972","718-328-7330","Dov Rokeach"
"1811","X202","New Visions Charter High School for Advanced Math","High school","900 TINTON AVENUE","NY","-73.902892","40.821723","Morrisania-Melrose","718-665-3671","718-742-7896","NULL"
"1812","X203","M.S. 203","Junior High-Intermediate-Middle","339 MORRIS AVENUE","NY","-73.925995","40.813681","Mott Haven-Port Morris","718-292-1052","718-292-5765","TORRES, YOLANDA"
"1813","X204","P.S. 204 Morris Heights","Elementary","1780 DR. MARTIN LUTHER KING JR. BLVD","NY","-73.915217","40.849416","University Heights-Morris Heights","718-960-9520","718-960-9529","RODRIGUEZ-ROSARIO, LETICIA"
"1814","X205","P.S. 205 Fiorello LaGuardia","Elementary","2475 SOUTHERN BOULEVARD","NY","-73.881753","40.855759","Belmont","718-584-6390","718-584-7941","HULLA, MARIBEL"
"1815","X206","I.S. 206 Ann Mersereau","Junior High-Intermediate-Middle","2280 AQUEDUCT AVENUE","NY","-73.906285","40.859534","Kingsbridge Heights","718-584-1570","718-584-7928","HULLA, MARIBEL"
"1816","X207","P.S. 207","Early Childhood","3030 GODWIN TERRACE","NY","-73.906197","40.878327","Spuyten Duyvil-Kingsbridge","718-796-9645","718-796-7206","HULLA, MARIBEL"
"1817","X208","New Visions Charter High School for the Humanities","High school","455 SOUTHERN BLVD","NY","-73.907528","40.810671","Mott Haven-Port Morris","212-645-5110","NULL","NULL"
"1818","X209","P.S. 209","Early Childhood","313 EAST 183RD STREET","NY","-73.897635","40.856834","Fordham South","718-364-0085","718-364-9548","HULLA, MARIBEL"
"1819","X211","P.S. 211","K-8","1919 PROSPECT AVENUE","NY","-73.890145","40.843705","East Tremont","718-901-0436","718-901-4681","ROSADO, JACQUELINE"
"1820","X212","P.S. 212","K-8","1180 TINTON AVENUE","NY","-73.900121","40.828406","Morrisania-Melrose","718-842-2331","718-842-8677","ROSADO, JACQUELINE"
"1821","X213","Bronx Engineering and Technology Academy","High school","99 TERRACE VIEW AVENUE","NY","-73.912686","40.877379","Marble Hill-Inwood","718-563-6678","718-817-7698","NULL"
"1822","X214","P.S. 214","K-8","1970 WEST FARMS ROAD","NY","-73.879931","40.839297","Crotona Park East","718-589-6728","718-328-7762","ROSADO, JACQUELINE"
"1823","X215","Kappa","Junior High-Intermediate-Middle","3630 THIRD AVENUE","NY","-73.903951","40.833493","Claremont-Bathgate","718-590-5455","718-681-4266","RODRIGUEZ-ROSARIO, LETICIA"
"1824","X216","Business School for Entrepreneurial Studies","Junior High-Intermediate-Middle","977 FOX STREET","NY","-73.894368","40.822056","Hunts Point","718-991-8489","718-378-3352","RODRIGUEZ, MYRNA"
"1825","X217","School of Performing Arts","Junior High-Intermediate-Middle","977 FOX STREET","NY","-73.894368","40.822056","Hunts Point","718-589-4844","718-589-7998","ROSADO, JACQUELINE"
"1826","X218","P.S./I.S. 218 Rafael Hernandez Dual Language Magne","K-8","1220 GERARD AVENUE","NY","-73.919571","40.835681","West Concourse","718-410-7230","718-410-8933","RODRIGUEZ-ROSARIO, LETICIA"
"1827","X219","I.S. 219 New Venture School","Junior High-Intermediate-Middle","3630 THIRD AVENUE","NY","-73.903951","40.833493","Claremont-Bathgate","718-681-7093","718-681-7324","RODRIGUEZ-ROSARIO, LETICIA"
"1828","X220","P.S. 220 Mott Haven Village School","K-8","468 EAST 140 STREET","NY","-73.9199","40.8095","Mott Haven-Port Morris","718-292-7391","718-292-8535","Yolanda Torres"
"1829","X221","South Bronx Preparatory: A College Board School","Secondary School","360 EAST 145 STREET","NY","-73.920851","40.813612","Mott Haven-Port Morris","718-292-2211","718-292-2172","NULL"
"1830","X222","IS 222","Junior High-Intermediate-Middle","345 BROOK AVENUE","NY","-73.9178","40.81","Mott Haven-Port Morris","718-292-4474","718-292-4473","Yolanda Torres"
"1831","X223","The Laboratory School of Finance and Technology: X","Secondary School","360 EAST 145 STREET","NY","-73.920851","40.813612","Mott Haven-Port Morris","718-585-8202","718-292-7435","ALVAREZ, RAFAEL"
"1832","X224","P.S./I.S. 224","Junior High-Intermediate-Middle","345 BROOK AVENUE","NY","-73.918774","40.810314","Mott Haven-Port Morris","718-665-9804","718-665-0078","ALVAREZ, RAFAEL"
"1833","X225","Theatre Arts Production Company School","Secondary School","2225 WEBSTER AVENUE","NY","-73.897404","40.854257","Mount Hope","718-584-0832","718-584-5102","NULL"
"1834","X226","P.S. 226","Elementary","1950 SEDGWICK AVENUE","NY","-73.916076","40.855822","University Heights-Morris Heights","929-452-3090","929-452-3095","HULLA, MARIBEL"
"1835","X227","Bronx Collegiate Academy","High school","240 EAST 172 STREET","NY","-73.911366","40.839307","East Concourse-Concourse Village","718-410-4077","718-340-3659","NULL"
"1836","X228","Jonas Bronck Academy","Junior High-Intermediate-Middle","400 EAST FORDHAM ROAD","NY","-73.891562","40.860987","Fordham South","718-365-2502","718-365-3892","HULLA, MARIBEL"
"1837","X229","I.S. 229 Roland Patterson","Junior High-Intermediate-Middle","275 HARLEM RIVER PARK BRIDGE","NY","-73.9216","40.8524","University Heights-Morris Heights","718-583-6266","718-583-6325","RODRIGUEZ-ROSARIO, LETICIA"
"1838","X230","P.S. 230 Dr Roland N. Patterson","Elementary","275 HARLEM RIVER PARK BRIDGE","NY","-73.9216","40.8524","University Heights-Morris Heights","718-583-6116","718-583-6222","RODRIGUEZ-ROSARIO, LETICIA"
"1839","X231","Eagle Academy for Young Men","Secondary School","4143 THIRD AVENUE","NY","-73.897479","40.845366","Claremont-Bathgate","718-466-8000","718-466-8090","NULL"
"1840","X232","I.S. 232","Junior High-Intermediate-Middle","1700 MACOMBS ROAD","NY","-73.915217","40.849416","University Heights-Morris Heights","718-583-7007","718-583-4864","RODRIGUEZ-ROSARIO, LETICIA"
"1841","X233","Family Life Academy Charter School II","K-8","296 EAST 140 STREET","NY","-73.925416","40.811562","Mott Haven-Port Morris","718-410-8100","NULL","NULL"
"1842","X234","PS 234 Twin Parks","Elementary","2050 PROSPECT AVENUE","NY","-73.8874","40.8462","East Tremont","718-584-6310","718-220-1370","Myrna Rodriguez"
"1843","X236","P.S. 236 Langston Hughes","Elementary","1871 WALTON AVENUE","NY","-73.909936","40.848907","Mount Hope","718-299-6128","718-299-6503","RODRIGUEZ-ROSARIO, LETICIA"
"1844","X237","The Marie Curie School for Medicine, Nursing, and","High school","120 WEST 231 STREET","NY","-73.901565","40.875636","Van Cortlandt Village","718-432-6491","718-796-7051","NULL"
"1845","X239","Urban Assembly Academy for History and Citizenship","High school","240 EAST 172 STREET","NY","-73.911366","40.839307","East Concourse-Concourse Village","718-293-6768","718-293-4084","NULL"
"1846","X241","Urban Assembly School for Applied Math and Science","Secondary School","1595 BATHGATE AVENUE","NY","-73.901774","40.839508","Claremont-Bathgate","718-466-7800","718-466-7801","NULL"
"1847","X242","Mott Hall V","Secondary School","1551 EAST 172ND STREET","NY","-73.878191","40.832508","West Farms-Bronx River","718-620-8160","718-620-8161","ROSADO, JACQUELINE"
"1848","X243","West Bronx Academy for the Future","Secondary School","500 EAST FORDHAM ROAD","NY","-73.888625","40.859466","Belmont","718-563-7139","718-563-7362","NULL"
"1849","X244","The New School for Leadership and Journalism","Junior High-Intermediate-Middle","120 WEST 231 STREET","NY","-73.901565","40.875636","Van Cortlandt Village","718-601-2869","718-601-2867","HULLA, MARIBEL"
"1850","X245","New Day Academy","Secondary School","800 HOME STREET","NY","-73.900593","40.826933","Longwood","718-542-1155","718-589-8067","NULL"
"1851","X246","P.S. 246 Poe Center","Elementary","2641 GRAND CONCOURSE","NY","-73.8953","40.865972","Bedford Park-Fordham North","718-584-6764","718-584-7005","HULLA, MARIBEL"
"1852","X248","Metropolitan High School, The","High school","1180 REV. J.A. POLITE AVE.","NY","-73.896925","40.827539","Longwood","718-991-4634","718-542-7294","NULL"
"1853","X249","Bronx Health Sciences High School","High school","750 BAYCHESTER AVENUE","NY","-73.831669","40.874035","Co-op City","718-904-5450","718-904-5451","NULL"
"1854","X250","Eximius College Preparatory Academy: A College Boa","High school","1363 FULTON AVENUE","NY","-73.902794","40.833884","Claremont-Bathgate","718-992-7154","718-590-1081","NULL"
"1855","X250","Eximius College Preparatory Academy: A College Boa","High school","1363 FULTON AVENUE","NY","-73.902794","40.833884","Claremont-Bathgate","718-992-7154","718-590-1081","NULL"
"1856","X251","Explorations Academy H.S.","High school","1619 BOSTON ROAD","NY","-73.890591","40.836245","Crotona Park East","718-893-6173","718-893-6439","NULL"
"1857","X252","Mott Hall Bronx High School","High school","1595 BATHGATE AVENUE","NY","-73.901774","40.839508","Claremont-Bathgate","718-466-6800","718-466-6801","NULL"
"1858","X253","Bronx High School for Writing and Communication Ar","High school","800 EAST GUN HILL ROAD","NY","-73.861649","40.875172","Williamsbridge-Olinville","718-944-5660","718-944-5690","NULL"
"1859","X254","I.S. 254","Junior High-Intermediate-Middle","2452 WASHINGTON AVENUE","NY","-73.889878","40.858721","Belmont","718-220-8700","718-220-4881","HULLA, MARIBEL"
"1860","X255","Bronx Charter School for Excellence","K-8","1960 BENEDICT AVENUE","NY","-73.858533","40.834025","Parkchester","718-828-7301","718-828-7302","NULL"
"1861","X256","Heketi Community Charter School","Elementary","403 Concord Avenue","NY","-73.909595","40.8091","Mott Haven-Port Morris","718-260-6002","NULL","NULL"
"1862","X257","PS 257 Children's School","Elementary","560 EAST 179 STREET","NY","-73.8937","40.8486","East Tremont","718-584-6808","718-584-7809","Sonia Menendez"
"1863","X258","Tech International Charter School","Junior High-Intermediate-Middle","3120 Corlear Avenue","NY","-73.907295","40.880738","Spuyten Duyvil-Kingsbridge","718-549-1908","NULL","NULL"
"1864","X259","H.E.R.O. High (Health, Education, and Research Occ","High school","455 SOUTHERN BLVD","NY","-73.907528","40.810671","Mott Haven-Port Morris","718-585-8013","718-585-8019","NULL"
"1865","X260","Bronx Center for Science and Mathematics","High school","1363 FULTON AVENUE","NY","-73.902794","40.833884","Claremont-Bathgate","718-992-7089","718-590-1052","NULL"
"1866","X260","Bronx Center for Science and Mathematics","High school","1363 FULTON AVENUE","NY","-73.902794","40.833884","Claremont-Bathgate","718-992-7089","718-590-1052","NULL"
"1867","X262","Performance Conservatory High School","High school","1619 BOSTON ROAD","NY","-73.890591","40.836245","Crotona Park East","718-991-0860","718-991-5258","NULL"
"1868","X263","Validus Preparatory Academy","High school","1595 BATHGATE AVENUE","NY","-73.901774","40.839508","Claremont-Bathgate","718-466-4000","718-466-4001","NULL"
"1869","X264","Bronx Academy for Software Engineering (BASE)","High school","2474 CROTONA AVENUE","NY","-73.882487","40.855392","Belmont","718-733-6024","718-733-6429","NULL"
"1870","X265","Bronx Lab School","High school","800 EAST GUN HILL ROAD","NY","-73.861649","40.875172","Williamsbridge-Olinville","718-696-3700","718-696-3730","NULL"
"1871","X267","Bronx Latin","Secondary School","800 HOME STREET","NY","-73.900593","40.826933","Longwood","718-991-6349","718-991-6627","NULL"
"1872","X268","Kingsbridge International High School","High school","2780 RESERVOIR AVENUE","NY","-73.897066","40.869061","Van Cortlandt Village","718-329-8580","718-329-8582","NULL"
"1873","X269","Bronx Studio School for Writers and Artists","Secondary School","928 SIMPSON STREET","NY","-73.892961","40.820388","Hunts Point","718-893-5158","718-893-5982","TOBIA, ERIKA"
